,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> accessom2_nml -> ice_ocean_timestep,ice/cice_in.nml -> setup_nml -> istep0
,132,1968-01-01T00:00:00,1969-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/156/aek156/payu/param_ensemble/1deg_jra55_iaf_ensemble_turning_angle_14,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/output132,4.458,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/restart132,1.353,Andrew Kiss,2021-02-25T22:20:17,18136269,0,[],normalbw,91.88,0.2916666666666667,91.6917213114754,0.2910689890710383,,,,191.25999999977648,252,216,24,0.16,163.609398,197.02,173.93,"[16, 15]",cartesian,15,300,5400,80,1,11d06f843b8d606d90b64c44b2e5d6840c4046b8,2021-02-25 22:03:02 +1100,,,5400,4625280
,133,1969-01-01T00:00:00,1970-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/156/aek156/payu/param_ensemble/1deg_jra55_iaf_ensemble_turning_angle_14,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/output133,4.449,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/restart133,1.354,Andrew Kiss,2021-02-25T22:51:22,18137859,0,[],normalbw,92.05,0.2922222222222222,92.11304794520548,0.29242237442922375,0.22583333333333339,4264.407506702412,46.29536859141981,191.80999999959022,252,216,24,0.147,147.961056,200.14,159.28,"[16, 15]",cartesian,15,300,5400,80,1,e289c41c3aa259fa179abaa7bd1f68f288758953,2021-02-25 22:34:09 +1100,"manifests/input.yaml, manifests/restart.yaml",['2021-02-25 22:34:09: Run 133'],5400,4660320
,134,1970-01-01T00:00:00,1971-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/156/aek156/payu/param_ensemble/1deg_jra55_iaf_ensemble_turning_angle_14,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/output134,4.45,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/restart134,1.354,Andrew Kiss,2021-02-25T23:40:43,18139007,0,[],normalbw,95.03,0.3016666666666667,95.09508904109589,0.3018732876712329,0.5208333333333333,2772.911854103343,29.159359143194173,192.49000000022352,252,216,24,0.158,160.643424,194.76,170.65,"[16, 15]",cartesian,15,300,5400,80,1,c69fc69abb068924060ac2d77000dc312b64579f,2021-02-25 23:22:55 +1100,manifests/restart.yaml,['2021-02-25 23:22:55: Run 134'],5400,4695360
,135,1971-01-01T00:00:00,1972-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/156/aek156/payu/param_ensemble/1deg_jra55_iaf_ensemble_turning_angle_14,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/output135,4.449,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/restart135,1.354,Andrew Kiss,2021-02-26T00:11:50,18140907,0,[],normalbw,91.09,0.2891666666666667,91.1523904109589,0.28936472602739727,0.22944444444444445,4215.412961971077,46.245775266736985,192.53000000026077,252,216,24,0.151,152.276713,194.0,163.36,"[16, 15]",cartesian,15,300,5400,80,1,d88fe65b7f0f19d1ebdf7f6540ccf97ad7a48eaf,2021-02-25 23:54:47 +1100,manifests/restart.yaml,['2021-02-25 23:54:47: Run 135'],5400,4730400
,136,1972-01-01T00:00:00,1973-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/156/aek156/payu/param_ensemble/1deg_jra55_iaf_ensemble_turning_angle_14,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/output136,4.461,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/restart136,1.354,Andrew Kiss,2021-02-26T00:46:38,18141773,0,[],normalbw,91.35,0.29,91.16280737704918,0.289405737704918,0.29,3780.0,41.46427812787652,192.59999999962747,252,216,24,0.153,153.444895,191.75,163.97,"[16, 15]",cartesian,15,300,5400,80,1,ca6df9ed86d143fd9ad976d3ecdade15cab937c6,2021-02-26 00:29:33 +1100,manifests/restart.yaml,['2021-02-26 00:29:33: Run 136'],5400,4765440
,137,1973-01-01T00:00:00,1974-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/156/aek156/payu/param_ensemble/1deg_jra55_iaf_ensemble_turning_angle_14,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/output137,4.452,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/restart137,1.354,Andrew Kiss,2021-02-26T01:19:43,18142083,0,[],normalbw,90.56,0.2875,90.62202739726028,0.28769691780821915,0.26388888888888895,3941.7551637279594,43.49665613249266,201.38999999966472,252,216,24,0.146,145.567948,192.54,156.71,"[16, 15]",cartesian,15,300,5400,80,1,971b63fd840b19330e77ae2fb000b7f591b09a6d,2021-02-26 01:02:47 +1100,manifests/restart.yaml,['2021-02-26 01:02:47: Run 137'],5400,4800480
,138,1974-01-01T00:00:00,1975-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/156/aek156/payu/param_ensemble/1deg_jra55_iaf_ensemble_turning_angle_14,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/output138,4.448,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/restart138,1.354,Andrew Kiss,2021-02-26T01:51:07,18142303,0,[],normalbw,90.74,0.28805555555555556,90.8021506849315,0.2882528538812785,0.23527777777777775,4161.324840764331,45.8284832393832,203.32000000029802,252,216,24,0.143,142.750361,193.47,153.63,"[16, 15]",cartesian,15,300,5400,80,1,13801e65a221020d4adb051c618d0b37373bcba8,2021-02-26 01:34:05 +1100,manifests/restart.yaml,['2021-02-26 01:34:05: Run 138'],5400,4835520
,139,1975-01-01T00:00:00,1976-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/156/aek156/payu/param_ensemble/1deg_jra55_iaf_ensemble_turning_angle_14,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/output139,4.45,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/restart139,1.354,Andrew Kiss,2021-02-26T02:26:14,18142817,0,[],normalbw,91.35,0.29,91.41256849315067,0.29019863013698627,0.2952777777777778,3745.913621262458,40.97810271618317,203.23000000044703,252,216,24,0.143,143.097595,192.59,154.06,"[16, 15]",cartesian,15,300,5400,80,1,e32310bf0e24623edad10412419b4fe1d24a5375,2021-02-26 02:09:08 +1100,manifests/restart.yaml,['2021-02-26 02:09:08: Run 139'],5400,4870560
,140,1976-01-01T00:00:00,1977-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/156/aek156/payu/param_ensemble/1deg_jra55_iaf_ensemble_turning_angle_14,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/output140,4.453,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/restart140,1.354,Andrew Kiss,2021-02-26T03:02:32,18143306,0,[],normalbw,90.3,0.2866666666666667,90.11495901639344,0.2860792349726776,0.3183333333333333,3582.1487603305786,39.75087820523699,191.79000000003725,252,216,24,0.145,144.582673,188.16,154.75,"[16, 15]",cartesian,15,300,5400,80,1,c736e855f11a1f706fff9c54bb360c8820880e78,2021-02-26 02:45:34 +1100,manifests/restart.yaml,['2021-02-26 02:45:34: Run 140'],5400,4905600
,141,1977-01-01T00:00:00,1978-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/156/aek156/payu/param_ensemble/1deg_jra55_iaf_ensemble_turning_angle_14,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/output141,4.441,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/restart141,1.354,Andrew Kiss,2021-02-26T03:38:32,18143604,0,[],normalbw,91.88,0.2916666666666667,91.9429315068493,0.2918664383561644,0.3083333333333333,3675.2,39.97262149212868,261.84999999962747,252,216,24,0.142,141.10985,201.96,152.5,"[16, 15]",cartesian,15,300,5400,80,1,f6a25104c359bb042b1a91d8d1244ccdf47db29b,2021-02-26 03:21:36 +1100,manifests/restart.yaml,['2021-02-26 03:21:36: Run 141'],5400,4940640
,142,1978-01-01T00:00:00,1979-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/156/aek156/payu/param_ensemble/1deg_jra55_iaf_ensemble_turning_angle_14,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/output142,4.442,/scratch/jk72/aek156/access-om2/archive/1deg_jra55_iaf_ensemble_turning_angle_14/restart142,1.354,Andrew Kiss,2021-02-26T04:15:38,18143852,0,[],normalbw,91.09,0.2891666666666667,91.1523904109589,0.28936472602739727,0.3291666666666666,3535.568733153639,38.78744942632433,192.45999999996275,252,216,24,0.146,147.849353,205.81,158.66,"[16, 15]",cartesian,15,300,5400,80,1,58548cadff9796b7631fc7c667f9457448d008aa,2021-02-26 03:58:36 +1100,manifests/restart.yaml,['2021-02-26 03:58:36: Run 142'],5400,4975680
